directory,filename,clean_path,benchmark_invariant,cpa_invariant,et_invariant,loopy_generated_invariant
sv-benchmarks/loop-invariants,eq2.c,sv-benchmarks/loop-invariants/eq2.c,y == z,"Supporting invariants [-3*main::w + 3*main::y - 2 >= 0]; Supporting invariants []; Supporting invariants [-1*main::w + 1*main::z > 0, 1*main::z - 1*main::y >= 0]; Supporting invariants [-1*main::x + 1*main::z > 0]; Supporting invariants []; Supporting invariants [-1*main::z + 1*main::y >= 0]; Supporting invariants [-1*main::x + 1*main::z > 0]; Supporting invariants []; Supporting invariants [-1*main::w - 1*main::z + 2*main::y - 1 >= 0]; Supporting invariants [-1*main::w + 2*main::z - 1*main::y - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants [-3*main::x + 3*main::y - 2 >= 0]; Supporting invariants [-2*main::w + 5*main::z - 3*main::y - 2 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::w + 1*main::z > 0, -1*main::z + 1*main::y >= 0]; Supporting invariants []; Supporting invariants [1*main::x - 1*main::w >= 0, -1*main::x + 4*main::z - 3*main::y > 0]; Supporting invariants []; Supporting invariants [-2*main::x + 2*main::z - 1 >= 0, 4*main::x - 5*main::w + 5*main::z - 4*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::w + 1*main::y - 1 >= 0]; Supporting invariants [-1*main::x + 1*main::y - 1 >= 0]; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants [-1*main::w + 1*main::y > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants [-1*main::x + 1*main::z > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::z + 1*main::y >= 0]; Supporting invariants [-1*main::x + 1*main::z > 0]; Supporting invariants [-2*main::w + 5*main::z - 3*main::y - 2 >= 0]; Supporting invariants []; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants [-1*main::w + 1*main::y - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::z - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::z > 0]; Supporting invariants [-1*main::w + 1*main::y > 0, -1*main::z + 1*main::y >= 0]; Supporting invariants [-3*main::w + 6*main::z - 3*main::y - 2 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::z - 1*main::y >= 0, -1*main::w + 1*main::y - 1 >= 0]; Supporting invariants [-1*main::w + 1*main::y - 1 >= 0]; Supporting invariants [-1*main::w - 3*main::z + 4*main::y > 0]; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y > 0]; Supporting invariants [-1*main::w + 1*main::y > 0]; Supporting invariants [-3*main::z + 3*main::y + 1 > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y > 0]; Supporting invariants [-1*main::z + 1*main::y >= 0]; Supporting invariants []; Supporting invariants [-1*main::z + 1*main::y >= 0, -1*main::w + 1*main::z > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::w + 1*main::z - 1 >= 0]; Supporting invariants [-1*main::x + 1*main::y > 0]; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::z - 1 >= 0]; Supporting invariants []; Supporting invariants [-1*main::w + 1*main::y > 0]; Supporting invariants [-1*main::x + 1*main::y - 1 >= 0, -1*main::w + 1*main::z > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-2*main::w - 3*main::z + 5*main::y - 2 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants [1*main::z - 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []","y - z == \at(y - z, Pre)",y == z
sv-benchmarks/loop-invariants,even.c,sv-benchmarks/loop-invariants/even.c,!(x % 2),,x % 2 == 0; x >= 0,
sv-benchmarks/loop-invariants,mod4.c,sv-benchmarks/loop-invariants/mod4.c,!(x % 4),,x % 4 == 0,
sv-benchmarks/loop-invariants,odd.c,sv-benchmarks/loop-invariants/odd.c,x % 2,,x >= 1; x % 2 == 1,
sv-benchmarks/loop-invgen,MADWiFi-encode_ie_ok.c,sv-benchmarks/loop-invgen/MADWiFi-encode_ie_ok.c,0<=p,,,
sv-benchmarks/loop-invgen,NetBSD_loop.c,sv-benchmarks/loop-invgen/NetBSD_loop.c,0 <= glob2_p_off,,,"glob2_p_off >= glob2_pathbuf_off;
glob2_p_off <= glob2_pathlim_off + 1;
glob2_pathbuf_off == 0;
glob2_pathlim_off == MAXPATHLEN;
MAXPATHLEN >= 1;
MAXPATHLEN <= 2147483646"
sv-benchmarks/loop-invgen,NetBSD_loop.c,sv-benchmarks/loop-invgen/NetBSD_loop.c,0 <= glob2_p_off,,,"glob2_p_off >= glob2_pathbuf_off;
glob2_p_off <= glob2_pathlim_off + 1;
glob2_pathbuf_off == 0;
glob2_pathlim_off == MAXPATHLEN;
MAXPATHLEN >= 1;
MAXPATHLEN <= 2147483646"
sv-benchmarks/loop-invgen,NetBSD_loop.c,sv-benchmarks/loop-invgen/NetBSD_loop.c,0 <= glob2_p_off,,,"glob2_p_off >= glob2_pathbuf_off;
glob2_p_off <= glob2_pathlim_off + 1;
glob2_pathbuf_off == 0;
glob2_pathlim_off == MAXPATHLEN;
MAXPATHLEN >= 1;
MAXPATHLEN <= 2147483646"
sv-benchmarks/loop-invgen,sendmail-close-angle.c,sv-benchmarks/loop-invgen/sendmail-close-angle.c,0<=buf,,," 0 <= buf;
 buf <= buflim + 1;
 buf < bufferlen;
 0 <= in;
 in < inlen;
 in >= buf;
 buf <= in;
 buf <= buflim;
 buflim == bufferlen - 2;
 buf <= bufferlen;
 in <= inlen;
 in - buf <= 1;
 inlen > 0;
 bufferlen > 1;
 bufferlen < inlen;
 buf == in;
 buf >= in;
 buf < in + 1;
 buf <= buflim ==> buf < bufferlen - 1;
 0 <= buf && buf <= buflim;
 0 <= in && in <= inlen"
sv-benchmarks/loop-invgen,sendmail-close-angle.c,sv-benchmarks/loop-invgen/sendmail-close-angle.c,0<=buf,,," 0 <= buf;
 buf <= buflim + 1;
 buf < bufferlen;
 0 <= in;
 in < inlen;
 in >= buf;
 buf <= in;
 buf <= buflim;
 buflim == bufferlen - 2;
 buf <= bufferlen;
 in <= inlen;
 in - buf <= 1;
 inlen > 0;
 bufferlen > 1;
 bufferlen < inlen;
 buf == in;
 buf >= in;
 buf < in + 1;
 buf <= buflim ==> buf < bufferlen - 1;
 0 <= buf && buf <= buflim;
 0 <= in && in <= inlen"
sv-benchmarks/loop-invgen,sendmail-close-angle.c,sv-benchmarks/loop-invgen/sendmail-close-angle.c,0<=buf,,," 0 <= buf;
 buf <= buflim + 1;
 buf < bufferlen;
 0 <= in;
 in < inlen;
 in >= buf;
 buf <= in;
 buf <= buflim;
 buflim == bufferlen - 2;
 buf <= bufferlen;
 in <= inlen;
 in - buf <= 1;
 inlen > 0;
 bufferlen > 1;
 bufferlen < inlen;
 buf == in;
 buf >= in;
 buf < in + 1;
 buf <= buflim ==> buf < bufferlen - 1;
 0 <= buf && buf <= buflim;
 0 <= in && in <= inlen"
sv-benchmarks/loop-lit,afnp2014.c,sv-benchmarks/loop-lit/afnp2014.c,x >= y,,,"0 <= y <= 1000;
x >= y;
x >= 1"
sv-benchmarks/loop-lit,bhmr2007.c,sv-benchmarks/loop-lit/bhmr2007.c,a + b == 3*n,Supporting invariants [-3*main::n + 4000000 >= 0],,"i >= 0;
a >= 0;
b >= 0;
n >= 0;
i <= n;
n <= LARGE_INT;
a + b == 3*i"
sv-benchmarks/loop-lit,cggmp2005.c,sv-benchmarks/loop-lit/cggmp2005.c,j == 6,,,"1 <= i <= 11;
j >= 0;
i % 2 == 1;
j <= 10;
i <= j + 3;
j == 10 - (i - 1) / 2;"
sv-benchmarks/loop-lit,cggmp2005_variant.c,sv-benchmarks/loop-lit/cggmp2005_variant.c,lo == hi,"Supporting invariants [1*main::mid + 2*main::lo > 0, -1000003*main::mid + 1000002*main::hi >= 0]","lo + hi == \at(lo + hi, Pre); lo + mid == \at(lo + mid, Pre); hi - mid == \at(hi - mid, Pre); mid >= 0","0 <= lo <= hi;
hi == 2 * mid + lo;
0 <= mid <= LARGE_INT"
sv-benchmarks/loop-lit,css2003.c,sv-benchmarks/loop-lit/css2003.c,1 <= i + k && i + k <= 2 && i >= 1,,," 1 <= i;
 i + k >= 1 && i + k <= 2"
sv-benchmarks/loop-lit,ddlm2013.c,sv-benchmarks/loop-lit/ddlm2013.c,a == b,"Supporting invariants []; Supporting invariants [1*main::j - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::flag > 0]; Supporting invariants []; Supporting invariants [1*main::j - 1 >= 0]; Supporting invariants [1*main::j - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::flag > 0, 1*main::j - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::j > 0, -1*main::flag > 0]; Supporting invariants [1*main::j > 0]; Supporting invariants [1*main::j > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::j - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::flag > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::j - 1 >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::j - 1 >= 0, 1*main::flag > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::j > 0]; Supporting invariants [1*main::flag > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []",,
sv-benchmarks/loop-lit,gj2007.c,sv-benchmarks/loop-lit/gj2007.c,y == 100,,,"0 <= x && x <= 100;
50 <= y && y <= 100;
x <= y;
x >= 50 ==> y == x;
x < 50 ==> y == 50"
sv-benchmarks/loop-lit,gj2007b.c,sv-benchmarks/loop-lit/gj2007b.c,(m >= 0 || n <= 0),,,"x >= 0;
m >= 0;
x <= n ==> m <= x;
x >= n ==> (m < n || n <= 0)"
sv-benchmarks/loop-lit,gr2006.c,sv-benchmarks/loop-lit/gr2006.c,x == 100,,,"0 <= x <= 100;
0 <= y <= x;
x < 50 ==> y == x;
x >= 50 ==> y == 100 - x"
sv-benchmarks/loop-lit,gsv2008.c,sv-benchmarks/loop-lit/gsv2008.c,y > 0,,,
sv-benchmarks/loop-lit,hhk2008.c,sv-benchmarks/loop-lit/hhk2008.c,res == a + b,Supporting invariants [-4*main::cnt - 3*main::res + 6000007000001 > 0],cnt + res == \old(cnt) + \old(res); res - \old(res) == \old(cnt) - cnt,"0 <= cnt <= b;
a <= res <= a + b;
res == a + (b - cnt)"
sv-benchmarks/loop-lit,jm2006.c,sv-benchmarks/loop-lit/jm2006.c,y == 0,Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y >= 0],y - x == \old(y) - \old(x)," x >= 0;
 x <= i;
 y <= j;
 i - x == j - y"
sv-benchmarks/loop-lit,jm2006_variant.c,sv-benchmarks/loop-lit/jm2006_variant.c,y == -z,,x + z == \old(x + z); y - 2*x == \old(y - 2*x); y + 2*z == \old(y + 2*z),"0 <= x <= i;
0 <= z <= i;
y == j - 2 * (i - x);
x + z == i"
sv-benchmarks/loop-new,count_by_1.c,sv-benchmarks/loop-new/count_by_1.c,i == LARGE_INT,,,"0 <= i;
i <= LARGE_INT"
sv-benchmarks/loop-new,count_by_1_variant.c,sv-benchmarks/loop-new/count_by_1_variant.c,i <= LARGE_INT,,,"0 <= i;
i <= LARGE_INT"
sv-benchmarks/loop-new,count_by_2.c,sv-benchmarks/loop-new/count_by_2.c,i == LARGE_INT,,i >= 0; i % 2 == 0; i <= LARGE_INT,"i % 2 == 0;
0 <= i <= LARGE_INT;
i <= LARGE_INT"
sv-benchmarks/loop-new,count_by_k.c,sv-benchmarks/loop-new/count_by_k.c,i == LARGE_INT*k,,,"0 <= i;
i % k == 0 || i == 0;
i <= LARGE_INT * k;
0 <= i <= LARGE_INT * k;
0 <= k <= 10;
i >= 0;
i <= LARGE_INT*k;
0 <= k && k <= 10;
0 <= i && i <= LARGE_INT * k;"
sv-benchmarks/loop-new,count_by_nondet.c,sv-benchmarks/loop-new/count_by_nondet.c,k <= LARGE_INT,,," 0 <= k <= LARGE_INT;
 i >= k"
sv-benchmarks/loop-new,gauss_sum.c,sv-benchmarks/loop-new/gauss_sum.c,2*sum == n*(n+1),,,"1 <= i && i <= n+1;
1 <= n && n <= 1000;
sum == (i-1) * i / 2"
sv-benchmarks/loop-new,half.c,sv-benchmarks/loop-new/half.c,k < 0 || n == k,,,
sv-benchmarks/loop-zilu,benchmark01_conjunctive.c,sv-benchmarks/loop-zilu/benchmark01_conjunctive.c,y>=1,,,"x >= 1;
y >= 1;
y == x"
sv-benchmarks/loop-zilu,benchmark02_linear.c,sv-benchmarks/loop-zilu/benchmark02_linear.c,l>=1,,i <= n; i >= \old(i); n == \old(n),"i >= l;
l > 0"
sv-benchmarks/loop-zilu,benchmark03_linear.c,sv-benchmarks/loop-zilu/benchmark03_linear.c,j>=i,,,"x >= 0;
y >= 0;
i >= 0;
j >= 0;
x == y;
i >= x * (x - 1) / 2;
j >= i + (flag ? x : 0)"
sv-benchmarks/loop-zilu,benchmark04_conjunctive.c,sv-benchmarks/loop-zilu/benchmark04_conjunctive.c,k>=0,,j + k == \old(j) + \old(k),"j >= 0;
k >= n - j;
j <= n"
sv-benchmarks/loop-zilu,benchmark05_conjunctive.c,sv-benchmarks/loop-zilu/benchmark05_conjunctive.c,y==n,,,"x >= 0;
x <= y;
y <= n"
sv-benchmarks/loop-zilu,benchmark06_conjunctive.c,sv-benchmarks/loop-zilu/benchmark06_conjunctive.c,x+y==k,,x + y == \old(x + y); i == \old(i); j == \old(j); x >= \old(x); y <= \old(y),"j >= 0;
k == \at(k, LoopEntry);
x + y == \at(x + y, LoopEntry)"
sv-benchmarks/loop-zilu,benchmark08_conjunctive.c,sv-benchmarks/loop-zilu/benchmark08_conjunctive.c,sum>=0,,sum == i * (i - 1) / 2; 0 <= i && i <= n,"i >= 0;
sum >= 0;
i <= n;
sum == i * (i - 1) / 2"
sv-benchmarks/loop-zilu,benchmark09_conjunctive.c,sv-benchmarks/loop-zilu/benchmark09_conjunctive.c,y==0,,x - y == \old(x) - \old(y); x <= \old(x); y <= \old(y),"0 <= y;
x == y;
x >= 0"
sv-benchmarks/loop-zilu,benchmark10_conjunctive.c,sv-benchmarks/loop-zilu/benchmark10_conjunctive.c,c>=0,,,"0 <= i <= 100;
0 <= c <= (i * (i - 1)) / 2;
i == 0 ==> c == 0"
sv-benchmarks/loop-zilu,benchmark11_linear.c,sv-benchmarks/loop-zilu/benchmark11_linear.c,x==n,,,"x >= 0;
n > 0;
x <= n"
sv-benchmarks/loop-zilu,benchmark12_linear.c,sv-benchmarks/loop-zilu/benchmark12_linear.c,y>=t,,, y >= t
sv-benchmarks/loop-zilu,benchmark13_conjunctive.c,sv-benchmarks/loop-zilu/benchmark13_conjunctive.c,j==i,Supporting invariants [-1*main::k >= 0],"j - i == \at(j - i, LoopEntry)","i >= 0;
j >= 0;
j == i"
sv-benchmarks/loop-zilu,benchmark14_linear.c,sv-benchmarks/loop-zilu/benchmark14_linear.c,i>=0,,,"i >= 0;
i <= 200"
sv-benchmarks/loop-zilu,benchmark15_conjunctive.c,sv-benchmarks/loop-zilu/benchmark15_conjunctive.c,low == high,,,"low >= 0;
mid >= 0;
high >= low;
high - low == 2 * mid"
sv-benchmarks/loop-zilu,benchmark16_conjunctive.c,sv-benchmarks/loop-zilu/benchmark16_conjunctive.c,1 <= i + k && i + k <= 2 && i >= 1,,"i + k == \at(i + k, Pre)"," 1 <= i;
 1 <= i + k <= 2"
sv-benchmarks/loop-zilu,benchmark17_conjunctive.c,sv-benchmarks/loop-zilu/benchmark17_conjunctive.c,k>=n,,"k - i == \at(k, Pre) - \at(i, Pre); i >= \at(i, Pre); k >= \at(k, Pre); n == \at(n, Pre)"," i >= 0;
 k >= 0;
 k == i"
sv-benchmarks/loop-zilu,benchmark18_conjunctive.c,sv-benchmarks/loop-zilu/benchmark18_conjunctive.c,(i == k) && (k == n),,k - i == \old(k) - \old(i); i >= \old(i); k >= \old(k); k - \old(k) == i - \old(i),"0 <= i <= n;
0 <= k <= n;
i == k"
sv-benchmarks/loop-zilu,benchmark19_conjunctive.c,sv-benchmarks/loop-zilu/benchmark19_conjunctive.c,(k == 0),Supporting invariants [1*main::n > 0],n == \old(n); k - j == \old(k) - \old(j),"0 <= j <= n;
0 <= k <= n;
j == k;
(j == 0) ==> (k == 0);
(j == n) ==> (k == n)"
sv-benchmarks/loop-zilu,benchmark20_conjunctive.c,sv-benchmarks/loop-zilu/benchmark20_conjunctive.c,sum>=0,,,"0 <= i;
i <= n;
n <= 100;
sum >= 0;
sum == (i * (i - 1)) / 2"
sv-benchmarks/loop-zilu,benchmark21_disjunctive.c,sv-benchmarks/loop-zilu/benchmark21_disjunctive.c,x>0 || y>0,,,"(y > 0 || x > 0);
x >= \at(x, LoopEntry);
y >= \at(y, LoopEntry)"
sv-benchmarks/loop-zilu,benchmark22_conjunctive.c,sv-benchmarks/loop-zilu/benchmark22_conjunctive.c,x >= y,,,"x >= 1;
y >= 0;
x >= y"
sv-benchmarks/loop-zilu,benchmark23_conjunctive.c,sv-benchmarks/loop-zilu/benchmark23_conjunctive.c,j==200,,j - 2*i == \old(j) - 2*\old(i); j == \old(j) + 2*(i - \old(i)),"0 <= i <= 100;
j == 2 * i"
sv-benchmarks/loop-zilu,benchmark24_conjunctive.c,sv-benchmarks/loop-zilu/benchmark24_conjunctive.c,2*k>=n-1,,,
sv-benchmarks/loop-zilu,benchmark25_linear.c,sv-benchmarks/loop-zilu/benchmark25_linear.c,x==10,,,"x >= -2147483648;
x <= 2147483647;
x <= 10"
sv-benchmarks/loop-zilu,benchmark26_linear.c,sv-benchmarks/loop-zilu/benchmark26_linear.c,x==y,,y == \old(y); x >= \old(x),x <= y
sv-benchmarks/loop-zilu,benchmark27_linear.c,sv-benchmarks/loop-zilu/benchmark27_linear.c,k > 0,,j == \old(j); k - i == \old(k) - \old(i); i >= \old(i); k >= \old(k),"i <= j;
k >= (i - j) + 1"
sv-benchmarks/loop-zilu,benchmark29_linear.c,sv-benchmarks/loop-zilu/benchmark29_linear.c,x >= y && x <= y + 99,,y == \old(y); x >= \old(x); (x - \old(x)) % 100 == 0, x >= y ==> x <= y + 99
sv-benchmarks/loop-zilu,benchmark30_conjunctive.c,sv-benchmarks/loop-zilu/benchmark30_conjunctive.c,x == y,Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::x - 1*main::y >= 0]; Supporting invariants [3*main::x - 3*main::y + 1 > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::x - 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [3*main::x - 3*main::y + 1 > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::x - 1*main::y >= 0]; Supporting invariants []; Supporting invariants [3*main::x - 3*main::y + 1 > 0]; Supporting invariants [1*main::x - 1*main::y >= 0]; Supporting invariants []; Supporting invariants [-3*main::x + 3*main::y + 1 > 0]; Supporting invariants [-1*main::x + 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [],,x == y
sv-benchmarks/loop-zilu,benchmark31_disjunctive.c,sv-benchmarks/loop-zilu/benchmark31_disjunctive.c,y>=0,,, x >= 0 ==> y >= 0
sv-benchmarks/loop-zilu,benchmark32_linear.c,sv-benchmarks/loop-zilu/benchmark32_linear.c,x<=8,Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::x > 0]; Supporting invariants []; Supporting invariants [1*main::x > 0],,x == 1 || x == 2
sv-benchmarks/loop-zilu,benchmark33_linear.c,sv-benchmarks/loop-zilu/benchmark33_linear.c,x>=100,,0; 99, x>=0
sv-benchmarks/loop-zilu,benchmark34_conjunctive.c,sv-benchmarks/loop-zilu/benchmark34_conjunctive.c,(k == 0),,j + k == \old(j) + \old(k); n == \old(n); j >= \old(j); k <= \old(k),"0 <= j <= n;
k == n - j;
n > 0"
sv-benchmarks/loop-zilu,benchmark35_linear.c,sv-benchmarks/loop-zilu/benchmark35_linear.c,x>=10,,, x >= 0
sv-benchmarks/loop-zilu,benchmark36_conjunctive.c,sv-benchmarks/loop-zilu/benchmark36_conjunctive.c,x == y && x >= 0,Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::x - 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants [-3*main::x + 4*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [4*main::x - 3*main::y + 2 > 0]; Supporting invariants [-3*main::x + 4*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y >= 0]; Supporting invariants [-3*main::x + 4*main::y + 2 > 0]; Supporting invariants [4*main::x - 3*main::y + 2 > 0]; Supporting invariants []; Supporting invariants [-3*main::x + 4*main::y >= 0]; Supporting invariants []; Supporting invariants [-2*main::x + 3*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-3*main::x + 4*main::y >= 0]; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants []; Supporting invariants [-3*main::x + 4*main::y >= 0]; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-3*main::x + 4*main::y >= 0]; Supporting invariants []; Supporting invariants [-3*main::x + 3*main::y + 1 > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants [-1*main::x + 1*main::y >= 0]; Supporting invariants [-3*main::x + 4*main::y >= 0]; Supporting invariants [1*main::x - 1*main::y >= 0]; Supporting invariants [],,"x == y;
x >= 0;
y >= 0"
sv-benchmarks/loop-zilu,benchmark37_conjunctive.c,sv-benchmarks/loop-zilu/benchmark37_conjunctive.c,y>=0,Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y >= 0],x - y == \old(x) - \old(y),"x >= 0;
y >= 0;
x == y"
sv-benchmarks/loop-zilu,benchmark38_conjunctive.c,sv-benchmarks/loop-zilu/benchmark38_conjunctive.c,x == 4*y && x >= 0,Supporting invariants [-1*main::x + 5*main::y + 2 > 0]; Supporting invariants [-1*main::x + 4*main::y >= 0]; Supporting invariants []; Supporting invariants [-1*main::x + 5*main::y + 2 > 0]; Supporting invariants [-1*main::x + 5*main::y >= 0]; Supporting invariants []; Supporting invariants [-1*main::x + 5*main::y + 2 > 0]; Supporting invariants [-1*main::x + 5*main::y >= 0]; Supporting invariants [-1*main::x + 5*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 4*main::y >= 0]; Supporting invariants [-1*main::x + 5*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 5*main::y >= 0]; Supporting invariants [-1*main::x + 5*main::y + 2 > 0]; Supporting invariants [-1*main::x + 5*main::y >= 0],"x - 4*y == \at(x - 4*y, Pre)","x == 4 * y;
x >= 0;
y >= 0"
sv-benchmarks/loop-zilu,benchmark39_conjunctive.c,sv-benchmarks/loop-zilu/benchmark39_conjunctive.c,y>=0,,,"x >= 0;
x == 4 * y;
x % 4 == 0"
sv-benchmarks/loop-zilu,benchmark40_polynomial.c,sv-benchmarks/loop-zilu/benchmark40_polynomial.c,x*y>=0,Supporting invariants [-1*main::x + 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [-1*main::x + 1*main::y >= 0],,x * y >= 0
sv-benchmarks/loop-zilu,benchmark41_conjunctive.c,sv-benchmarks/loop-zilu/benchmark41_conjunctive.c,x == y && x >= 0 && x+y+z==0,Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [4*main::x - 3*main::y + 2 > 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [8*main::x + 3*main::z >= 0]; Supporting invariants [4*main::x - 3*main::y >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [8*main::x + 3*main::z >= 0]; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [8*main::x + 3*main::z >= 0],,"x == y;
x >= 0;
x + y + z == 0"
sv-benchmarks/loop-zilu,benchmark42_conjunctive.c,sv-benchmarks/loop-zilu/benchmark42_conjunctive.c,z<=0,,,"x >= 0;
x + y + z == 0;
x <= y"
sv-benchmarks/loop-zilu,benchmark43_conjunctive.c,sv-benchmarks/loop-zilu/benchmark43_conjunctive.c,x == 100 || y == 100,,," x <= 100;
 y <= 100"
sv-benchmarks/loop-zilu,benchmark45_disjunctive.c,sv-benchmarks/loop-zilu/benchmark45_disjunctive.c,x>0 || y>0,Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants []; Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::x > 0]; Supporting invariants []; Supporting invariants [1*main::y > 0]; Supporting invariants [1*main::x > 0]; Supporting invariants [1*main::y > 0]; Supporting invariants [],x >= \old(x); y >= \old(y); (x > 0) == (\old(x) > 0); x <= 0 ==> x == \old(x); x > 0 ==> y == \old(y),"x > 0 || y > 0;
\forall int k; 0 <= k < x ==> x > 0;
\forall int k; 0 <= k < y ==> y > 0"
