file,result_2ls_SVComp_copy1,time_taken_2ls_SVComp_copy1,result_2ls_SVComp_copy3-2,time_taken_2ls_SVComp_copy3-2,consistency
SVComp_C/loops/nec40.c,Maybe,0.56,Maybe,0.4,True
SVComp_C/loops/verisec_NetBSD-libc_loop.c,Maybe,0.39,Maybe,0.57,True
SVComp_C/loops/trex01-2.c,Maybe,1.17,Maybe,0.82,True
SVComp_C/loops/veris.c_sendmail_tTflag_arr_one_loop.c,Maybe,2.26,Maybe,2.85,True
SVComp_C/loops/terminator_01.c,Maybe,0.34,Maybe,0.34,True
SVComp_C/loops/for_infinite_loop_2.c,Maybe,0.28,Maybe,0.37,True
SVComp_C/loops/trex02-1.c,Maybe,0.41,Maybe,0.6,True
SVComp_C/loops/veris.c_NetBSD-libc_loop.c,Maybe,0.57,Maybe,0.55,True
SVComp_C/loops/insertion_sort-1-2.c,Maybe,2.51,Maybe,2.39,True
SVComp_C/loops/invert_string-3.c,Maybe,1.18,Maybe,1.21,True
SVComp_C/loops/verisec_OpenSER_cases1_stripFullBoth_arr.c,Maybe,1.08,Maybe,1.1,True
SVComp_C/loops/nec20.c,Maybe,0.64,Maybe,0.9,True
SVComp_C/loops/matrix-2-2.c,Maybe,3.11,Maybe,2.85,True
SVComp_C/loops/array-1.c,Maybe,0.23,Maybe,0.31,True
SVComp_C/loops/for_bounded_loop1.c,Maybe,0.68,Maybe,0.67,True
SVComp_C/loops/sum01-2.c,Maybe,0.47,Maybe,0.46,True
SVComp_C/loops/sum04-1.c,Maybe,0.28,Maybe,0.28,True
SVComp_C/loops/n.c40.c,Maybe,0.63,Maybe,0.63,True
SVComp_C/loops/sum01_bug02.c,Maybe,0.43,Maybe,0.44,True
SVComp_C/loops/array-2.c,Maybe,0.27,Maybe,0.26,True
SVComp_C/loops/while_infinite_loop_1.c,Maybe,0.12,Maybe,0.1,True
SVComp_C/loops/for_infinite_loop_1.c,Maybe,0.37,Maybe,0.27,True
SVComp_C/product-lines/minepump_spec1_product49.cil.c,Maybe,2.09,Maybe,1.85,True
SVComp_C/product-lines/elevator_spec2_product20.cil.c,TIMEOUT,300.1,TIMEOUT,300.11,True
SVComp_C/product-lines/minepump_spec4_product11.cil.c,Maybe,2.18,Maybe,2.09,True
SVComp_C/product-lines/minepump_spec2_productSimulator.cil.c,Maybe,3.72,Maybe,3.47,True
SVComp_C/product-lines/email_spec7_product28.cil.c,Failed,1.63,Failed,1.19,True
SVComp_C/product-lines/email_spec27_product27.cil.c,Failed,1.17,Failed,1.58,True
SVComp_C/product-lines/minepump_spec1_product30.cil.c,Maybe,2.44,Maybe,2.32,True
SVComp_C/product-lines/email_spec0_product16.cil.c,Failed,1.16,Failed,1.16,True
SVComp_C/product-lines/minepump_spec5_product23.cil.c,Maybe,2.02,Maybe,2.37,True
SVComp_C/product-lines/minepump_spec2_product32.cil.c,Maybe,2.22,Maybe,2.74,True
SVComp_C/product-lines/minepump_spec1_product59.cil.c,Maybe,2.01,Maybe,1.99,True
SVComp_C/product-lines/minepump_spec2_product22.cil.c,Maybe,1.75,Maybe,1.73,True
SVComp_C/product-lines/email_spec6_productSimulator.cil.c,Failed,2.01,Failed,1.99,True
SVComp_C/product-lines/minepump_spec5_product49.cil.c,Maybe,1.9,Maybe,1.46,True
SVComp_C/product-lines/minepump_spec5_product14.cil.c,Maybe,2.08,Maybe,1.71,True
SVComp_C/product-lines/elevator_spec14_product28.cil.c,TIMEOUT,300.12,TIMEOUT,300.07,True
SVComp_C/product-lines/email_spec9_product29.cil.c,Failed,1.65,Failed,1.58,True
SVComp_C/product-lines/email_spec1_product29.cil.c,Failed,1.18,Failed,1.18,True
SVComp_C/product-lines/email_spec7_product25.cil.c,Failed,1.64,Failed,1.18,True
SVComp_C/product-lines/minepump_spec4_product03.cil.c,Maybe,2.02,Maybe,1.65,True
SVComp_C/product-lines/email_spec8_product31.cil.c,Failed,1.17,Failed,1.17,True
SVComp_C/product-lines/minepump_spec4_product63.cil.c,Maybe,2.13,Maybe,2.13,True
SVComp_C/product-lines/email_spec9_product33.cil.c,Failed,1.64,Failed,1.18,True
SVComp_C/product-lines/elevator_spec3_product22.cil.c,TIMEOUT,300.07,TIMEOUT,300.07,True
SVComp_C/product-lines/minepump_spec1_product02.cil.c,Maybe,1.83,Maybe,1.76,True
SVComp_C/product-lines/email_spec0_product37.cil.c,Failed,1.16,Failed,1.18,True
SVComp_C/product-lines/email_spec0_product27.cil.c,Failed,1.17,Failed,1.62,True
SVComp_C/product-lines/minepump_spec4_product01.cil.c,Maybe,1.51,Maybe,1.5,True
SVComp_C/product-lines/minepump_spec4_product52.cil.c,Maybe,2.64,Maybe,2.71,True
SVComp_C/product-lines/elevator_spec13_product32.cil.c,TIMEOUT,300.12,TIMEOUT,300.12,True
SVComp_C/product-lines/elevator_spec3_product01.cil.c,TIMEOUT,300.07,TIMEOUT,300.08,True
SVComp_C/product-lines/elevator_spec1_product26.cil.c,TIMEOUT,300.12,TIMEOUT,300.12,True
SVComp_C/product-lines/minepump_spec3_product44.cil.c,Maybe,2.61,Maybe,2.48,True
SVComp_C/product-lines/email_spec6_product31.cil.c,Failed,1.63,Failed,1.19,True
SVComp_C/product-lines/email_spec8_product29.cil.c,Failed,1.18,Failed,1.18,True
SVComp_C/product-lines/email_spec7_product18.cil.c,Failed,1.17,Failed,1.63,True
SVComp_C/product-lines/minepump_spec3_product19.cil.c,Maybe,1.9,Maybe,2.29,True
SVComp_C/product-lines/minepump_spec2_product05.cil.c,Maybe,1.25,Maybe,1.73,True
SVComp_C/product-lines/minepump_spec5_product16.cil.c,Maybe,2.36,Maybe,2.35,True
SVComp_C/product-lines/minepump_spec4_product39.cil.c,Maybe,2.31,Maybe,1.93,True
SVComp_C/product-lines/email_spec11_product26.cil.c,Failed,1.64,Failed,1.18,True
SVComp_C/product-lines/minepump_spec3_product36.cil.c,Maybe,2.14,Maybe,2.1,True
SVComp_C/product-lines/minepump_spec1_product53.cil.c,Maybe,1.56,Maybe,1.54,True
SVComp_C/product-lines/minepump_spec5_product54.cil.c,Maybe,2.08,Maybe,2.75,True
SVComp_C/product-lines/minepump_spec4_product15.cil.c,Maybe,2.25,Maybe,2.12,True
SVComp_C/product-lines/email_spec8_product14.cil.c,Failed,1.56,Failed,1.18,True
SVComp_C/product-lines/email_spec4_product35.cil.c,Failed,1.56,Failed,1.18,True
SVComp_C/product-lines/email_spec6_product12.cil.c,Failed,1.17,Failed,1.18,True
SVComp_C/product-lines/minepump_spec4_product53.cil.c,Maybe,1.51,Maybe,1.53,True
SVComp_C/product-lines/minepump_spec3_product37.cil.c,Maybe,1.37,Maybe,1.38,True
SVComp_C/product-lines/minepump_spec2_product07.cil.c,Maybe,2.19,Maybe,1.78,True
SVComp_C/product-lines/minepump_spec1_product36.cil.c,Maybe,2.47,Maybe,2.09,True
SVComp_C/product-lines/email_spec27_product32.cil.c,Failed,1.57,Failed,1.19,True
SVComp_C/product-lines/minepump_spec5_product36.cil.c,Maybe,2.43,Maybe,2.16,True
SVComp_C/product-lines/minepump_spec2_product04.cil.c,Maybe,2.64,Maybe,1.97,True
SVComp_C/product-lines/minepump_spec1_product19.cil.c,Maybe,1.88,Maybe,2.32,True
SVComp_C/product-lines/minepump_spec1_product57.cil.c,Maybe,1.86,Maybe,1.9,True
SVComp_C/product-lines/email_spec0_product26.cil.c,Failed,1.56,Failed,1.64,True
SVComp_C/product-lines/minepump_spec3_product16.cil.c,Maybe,2.39,Maybe,2.01,True
SVComp_C/product-lines/minepump_spec5_product11.cil.c,Maybe,2.03,Maybe,2.21,True
SVComp_C/product-lines/minepump_spec2_product24.cil.c,Maybe,2.22,Maybe,2.2,True
SVComp_C/product-lines/minepump_spec1_product22.cil.c,Maybe,2.23,Maybe,1.76,True
SVComp_C/product-lines/email_spec4_product28.cil.c,Failed,1.52,Failed,1.19,True
SVComp_C/product-lines/elevator_spec1_product30.cil.c,TIMEOUT,300.12,TIMEOUT,300.12,True
SVComp_C/product-lines/minepump_spec5_product09.cil.c,Maybe,1.52,Maybe,1.51,True
SVComp_C/product-lines/minepump_spec4_product25.cil.c,Maybe,1.21,Maybe,1.21,True
SVComp_C/product-lines/minepump_spec4_product64.cil.c,Maybe,2.38,Maybe,2.41,True
SVComp_C/product-lines/email_spec27_product34.cil.c,Failed,1.18,Failed,1.19,True
SVComp_C/product-lines/email_spec9_product31.cil.c,Failed,1.6,Failed,1.18,True
SVComp_C/product-lines/minepump_spec5_product26.cil.c,Maybe,1.66,Maybe,1.67,True
SVComp_C/product-lines/minepump_spec4_product60.cil.c,Maybe,2.33,Maybe,2.31,True
SVComp_C/product-lines/minepump_spec3_product28.cil.c,Maybe,2.11,Maybe,2.14,True
SVComp_C/product-lines/email_spec1_product31.cil.c,Failed,1.64,Failed,1.19,True
SVComp_C/product-lines/minepump_spec5_product40.cil.c,Maybe,2.25,Maybe,2.28,True
SVComp_C/product-lines/email_spec9_product16.cil.c,Failed,1.43,Failed,1.53,True
SVComp_C/product-lines/minepump_spec4_product40.cil.c,Maybe,2.54,Maybe,2.59,True
SVComp_C/product-lines/minepump_spec2_product49.cil.c,Maybe,1.47,Maybe,1.9,True
SVComp_C/product-lines/email_spec1_product16.cil.c,Failed,1.57,Failed,1.17,True
SVComp_C/product-lines/email_spec1_productSimulator.cil.c,Failed,2.59,Failed,1.99,True
SVComp_C/product-lines/minepump_spec5_product30.cil.c,Maybe,1.81,Maybe,1.78,True
SVComp_C/product-lines/minepump_spec5_product05.cil.c,Maybe,1.31,Maybe,1.31,True
SVComp_C/product-lines/minepump_spec4_product31.cil.c,Maybe,1.97,Maybe,1.93,True
SVComp_C/product-lines/minepump_spec1_product55.cil.c,Maybe,2.47,Maybe,2.06,True
SVComp_C/product-lines/minepump_spec2_product53.cil.c,Maybe,1.78,Maybe,1.51,True
SVComp_C/product-lines/minepump_spec1_product46.cil.c,Maybe,1.94,Maybe,1.66,True
SVComp_C/product-lines/email_spec1_product33.cil.c,Failed,1.18,Failed,1.61,True
SVComp_C/product-lines/elevator_spec2_product24.cil.c,TIMEOUT,300.07,TIMEOUT,300.07,True
SVComp_C/product-lines/elevator_spec1_product24.cil.c,TIMEOUT,300.12,TIMEOUT,300.12,True
SVComp_C/product-lines/minepump_spec2_product54.cil.c,Maybe,2.46,Maybe,2.4,True
SVComp_C/product-lines/minepump_spec4_product04.cil.c,Maybe,1.94,Maybe,2.3,True
SVComp_C/product-lines/email_spec27_product29.cil.c,Failed,1.2,Failed,1.19,True
SVComp_C/product-lines/email_spec8_product15.cil.c,Failed,1.17,Failed,1.63,True
SVComp_C/product-lines/minepump_spec1_product39.cil.c,Maybe,2.01,Maybe,2.0,True
SVComp_C/product-lines/elevator_spec3_product09.cil.c,TIMEOUT,300.1,TIMEOUT,300.1,True
SVComp_C/product-lines/minepump_spec4_product28.cil.c,Maybe,2.43,Maybe,2.62,True
SVComp_C/product-lines/minepump_spec5_product17.cil.c,Maybe,1.82,Maybe,1.38,True
SVComp_C/product-lines/minepump_spec5_product18.cil.c,Maybe,2.26,Maybe,1.68,True
SVComp_C/product-lines/minepump_spec5_product19.cil.c,Maybe,2.3,Maybe,2.23,True
SVComp_C/product-lines/email_spec4_productSimulator.cil.c,Failed,2.28,Failed,2.32,True
SVComp_C/product-lines/minepump_spec2_product18.cil.c,Maybe,2.06,Maybe,1.65,True
SVComp_C/product-lines/minepump_spec1_product35.cil.c,Maybe,2.29,Maybe,1.85,True
SVComp_C/product-lines/minepump_spec2_product36.cil.c,Maybe,2.53,Maybe,2.14,True
SVComp_C/product-lines/email_spec1_product22.cil.c,Failed,1.17,Failed,1.18,True
SVComp_C/product-lines/minepump_spec5_product56.cil.c,Maybe,2.91,Maybe,2.45,True
SVComp_C/product-lines/minepump_spec1_product37.cil.c,Maybe,1.37,Maybe,1.39,True
SVComp_C/product-lines/minepump_spec5_product45.cil.c,Maybe,1.89,Maybe,1.47,True
SVComp_C/product-lines/minepump_spec3_product42.cil.c,Maybe,1.59,Maybe,1.58,True
SVComp_C/product-lines/email_spec9_product12.cil.c,Failed,1.17,Failed,1.18,True
SVComp_C/product-lines/minepump_spec2_product55.cil.c,Maybe,2.46,Maybe,2.08,True
SVComp_C/product-lines/minepump_spec3_product39.cil.c,Maybe,2.5,Maybe,1.99,True
SVComp_C/product-lines/email_spec6_product15.cil.c,Failed,1.17,Failed,1.17,True
SVComp_C/product-lines/minepump_spec2_product63.cil.c,Maybe,2.68,Maybe,2.2,True
SVComp_C/product-lines/email_spec27_productSimulator.cil.c,Failed,2.64,Failed,2.27,True
SVComp_C/product-lines/minepump_spec2_product38.cil.c,Maybe,2.15,Maybe,1.87,True
SVComp_C/product-lines/minepump_spec3_product34.cil.c,Maybe,2.17,Maybe,1.6,True
SVComp_C/product-lines/email_spec7_product33.cil.c,Failed,1.17,Failed,1.17,True
SVComp_C/product-lines/elevator_spec3_product31.cil.c,TIMEOUT,300.1,TIMEOUT,300.11,True
SVComp_C/product-lines/minepump_spec5_product31.cil.c,Maybe,2.36,Maybe,2.48,True
SVComp_C/product-lines/elevator_spec1_product20.cil.c,TIMEOUT,300.12,TIMEOUT,300.12,True
SVComp_C/product-lines/minepump_spec5_product47.cil.c,Maybe,2.39,Maybe,2.37,True
SVComp_C/product-lines/email_spec6_product21.cil.c,Failed,1.17,Failed,1.64,True
SVComp_C/product-lines/minepump_spec4_product33.cil.c,Maybe,1.71,Maybe,1.66,True
SVComp_C/product-lines/minepump_spec1_product42.cil.c,Maybe,1.55,Maybe,1.96,True
SVComp_C/product-lines/email_spec11_product32.cil.c,Failed,1.58,Failed,1.54,True
SVComp_C/product-lines/elevator_spec14_product32.cil.c,TIMEOUT,300.06,TIMEOUT,300.13,True
SVComp_C/product-lines/minepump_spec1_product07.cil.c,Maybe,2.46,Maybe,2.27,True
SVComp_C/product-lines/email_spec11_product07.cil.c,Failed,1.05,Failed,1.04,True
SVComp_C/product-lines/minepump_spec3_product30.cil.c,Maybe,1.76,Maybe,2.19,True
SVComp_C/product-lines/minepump_spec4_product57.cil.c,Maybe,1.83,Maybe,1.86,True
SVComp_C/product-lines/email_spec11_product20.cil.c,Failed,1.63,Failed,1.64,True
SVComp_C/product-lines/minepump_spec5_product50.cil.c,Maybe,2.25,Maybe,2.13,True
SVComp_C/product-lines/minepump_spec5_product02.cil.c,Maybe,1.88,Maybe,1.47,True
SVComp_C/product-lines/minepump_spec1_product10.cil.c,Maybe,1.42,Maybe,1.39,True
SVComp_C/product-lines/email_spec27_product28.cil.c,Failed,1.18,Failed,1.18,True
SVComp_C/product-lines/email_spec3_product24.cil.c,Failed,1.54,Failed,1.64,True
SVComp_C/product-lines/minepump_spec4_product12.cil.c,Maybe,1.95,Maybe,2.0,True
SVComp_C/product-lines/email_spec4_product19.cil.c,Failed,1.17,Failed,1.18,True
SVComp_C/product-lines/elevator_spec14_product19.cil.c,TIMEOUT,300.06,TIMEOUT,300.13,True
SVComp_C/product-lines/minepump_spec3_product04.cil.c,Maybe,2.37,Maybe,2.39,True
SVComp_C/product-lines/minepump_spec4_product17.cil.c,Maybe,1.29,Maybe,1.3,True
SVComp_C/product-lines/minepump_spec2_product56.cil.c,Maybe,2.96,Maybe,2.6,True
SVComp_C/product-lines/email_spec9_productSimulator.cil.c,Failed,2.0,Failed,2.01,True
SVComp_C/product-lines/elevator_spec2_product09.cil.c,TIMEOUT,300.09,TIMEOUT,300.08,True
SVComp_C/product-lines/minepump_spec4_product54.cil.c,Maybe,2.24,Maybe,2.31,True
SVComp_C/product-lines/email_spec7_productSimulator.cil.c,Failed,2.78,Failed,2.69,True
SVComp_C/product-lines/email_spec3_product18.cil.c,Failed,1.19,Failed,1.17,True
SVComp_C/product-lines/email_spec9_product15.cil.c,Failed,1.16,Failed,1.18,True
SVComp_C/product-lines/minepump_spec2_product50.cil.c,Maybe,1.88,Maybe,2.23,True
SVComp_C/product-lines/minepump_spec1_product62.cil.c,Maybe,1.81,Maybe,2.24,True
SVComp_C/product-lines/email_spec7_product32.cil.c,Failed,1.55,Failed,1.19,True
SVComp_C/product-lines/email_spec1_product14.cil.c,Failed,1.13,Failed,1.17,True
SVComp_C/product-lines/minepump_spec4_product58.cil.c,Maybe,2.36,Maybe,2.27,True
SVComp_C/product-lines/minepump_spec1_product20.cil.c,Maybe,2.5,Maybe,2.07,True
SVComp_C/product-lines/email_spec3_product29.cil.c,Failed,1.19,Failed,1.65,True
SVComp_C/product-lines/elevator_spec1_product19.cil.c,TIMEOUT,300.12,TIMEOUT,300.12,True
SVComp_C/product-lines/minepump_spec2_product57.cil.c,Maybe,1.91,Maybe,1.91,True
SVComp_C/product-lines/minepump_spec5_product62.cil.c,Maybe,2.3,Maybe,1.93,True
SVComp_C/product-lines/email_spec3_product28.cil.c,Failed,1.19,Failed,1.17,True
SVComp_C/product-lines/elevator_spec3_product27.cil.c,TIMEOUT,300.12,TIMEOUT,300.13,True
SVComp_C/product-lines/minepump_spec3_product62.cil.c,Maybe,2.32,Maybe,2.27,True
SVComp_C/product-lines/elevator_spec9_product27.cil.c,TIMEOUT,300.07,TIMEOUT,300.13,True
SVComp_C/product-lines/minepump_spec3_product41.cil.c,Maybe,1.76,Maybe,1.65,True
SVComp_C/product-lines/minepump_spec1_product60.cil.c,Maybe,2.73,Maybe,2.32,True
SVComp_C/product-lines/minepump_spec3_product64.cil.c,Maybe,2.78,Maybe,2.38,True
SVComp_C/product-lines/email_spec9_product30.cil.c,Failed,1.18,Failed,1.19,True
SVComp_C/product-lines/minepump_spec4_product24.cil.c,Maybe,2.19,Maybe,2.53,True
SVComp_C/product-lines/minepump_spec4_product34.cil.c,Maybe,1.63,Maybe,2.07,True
SVComp_C/product-lines/minepump_spec2_product40.cil.c,Maybe,2.97,Maybe,2.46,True
SVComp_C/product-lines/minepump_spec4_product49.cil.c,Maybe,1.38,Maybe,1.39,True
SVComp_C/product-lines/minepump_spec1_product05.cil.c,Maybe,1.51,Maybe,1.17,True
SVComp_C/product-lines/email_spec7_product13.cil.c,Failed,1.16,Failed,1.18,True
SVComp_C/product-lines/minepump_spec1_product52.cil.c,Maybe,2.24,Maybe,2.26,True
SVComp_C/product-lines/elevator_spec2_product03.cil.c,TIMEOUT,300.08,TIMEOUT,300.09,True
SVComp_C/product-lines/minepump_spec3_product52.cil.c,Maybe,2.71,Maybe,2.95,True
SVComp_C/product-lines/elevator_spec1_product01.cil.c,TIMEOUT,300.08,TIMEOUT,300.08,True
SVComp_C/product-lines/minepump_spec1_product38.cil.c,Maybe,2.22,Maybe,2.19,True
SVComp_C/product-lines/minepump_spec1_product48.cil.c,Maybe,2.6,Maybe,2.61,True
SVComp_C/product-lines/elevator_spec9_product25.cil.c,TIMEOUT,300.07,TIMEOUT,300.11,True
SVComp_C/product-lines/minepump_spec2_product23.cil.c,Maybe,2.38,Maybe,2.55,True
SVComp_C/product-lines/minepump_spec4_product13.cil.c,Maybe,1.74,Maybe,1.25,True
SVComp_C/product-lines/minepump_spec3_product11.cil.c,Maybe,2.08,Maybe,2.19,True
SVComp_C/product-lines/minepump_spec3_product58.cil.c,Maybe,2.53,Maybe,2.18,True
SVComp_C/product-lines/email_spec0_product35.cil.c,Failed,1.62,Failed,1.18,True
SVComp_C/product-lines/email_spec8_product21.cil.c,Failed,1.18,Failed,1.64,True
SVComp_C/product-lines/email_spec7_product23.cil.c,Failed,1.17,Failed,1.65,True
SVComp_C/product-lines/elevator_spec1_product11.cil.c,TIMEOUT,300.1,TIMEOUT,300.1,True
SVComp_C/product-lines/email_spec9_product35.cil.c,Failed,1.57,Failed,1.62,True
SVComp_C/product-lines/elevator_spec9_product30.cil.c,TIMEOUT,300.11,TIMEOUT,300.1,True
SVComp_C/product-lines/elevator_spec9_product09.cil.c,TIMEOUT,300.1,TIMEOUT,300.11,True
SVComp_C/product-lines/elevator_spec2_product32.cil.c,TIMEOUT,300.11,TIMEOUT,300.11,True
SVComp_C/product-lines/minepump_spec4_product41.cil.c,Maybe,1.86,Maybe,1.29,True
SVComp_C/product-lines/email_spec3_product17.cil.c,Failed,1.55,Failed,1.63,True
SVComp_C/product-lines/minepump_spec3_product57.cil.c,Maybe,1.96,Maybe,1.48,True
SVComp_C/product-lines/email_spec3_product23.cil.c,Failed,1.19,Failed,1.18,True
SVComp_C/product-lines/minepump_spec3_product63.cil.c,Maybe,2.61,Maybe,2.09,True
SVComp_C/product-lines/email_spec27_product35.cil.c,Failed,1.17,Failed,1.54,True
SVComp_C/product-lines/email_spec0_product40.cil.c,Failed,1.17,Failed,1.16,True
SVComp_C/product-lines/elevator_spec3_product24.cil.c,TIMEOUT,300.12,TIMEOUT,300.15,True
SVComp_C/product-lines/minepump_spec2_product37.cil.c,Maybe,1.73,Maybe,1.73,True
SVComp_C/product-lines/email_spec9_product34.cil.c,Failed,1.65,Failed,1.65,True
SVComp_C/product-lines/elevator_spec3_product28.cil.c,TIMEOUT,300.13,TIMEOUT,300.12,True
SVComp_C/product-lines/minepump_spec2_product15.cil.c,Maybe,2.2,Maybe,2.16,True
SVComp_C/product-lines/elevator_spec1_product27.cil.c,TIMEOUT,300.12,TIMEOUT,300.12,True
SVComp_C/product-lines/email_spec4_product29.cil.c,Failed,1.53,Failed,1.64,True
SVComp_C/product-lines/email_spec11_product22.cil.c,Failed,1.16,Failed,1.65,True
SVComp_C/product-lines/email_spec6_product16.cil.c,Failed,1.62,Failed,1.19,True
SVComp_C/product-lines/minepump_spec4_product18.cil.c,Maybe,1.58,Maybe,1.6,True
SVComp_C/product-lines/minepump_spec2_product34.cil.c,Maybe,2.2,Maybe,2.07,True
SVComp_C/product-lines/minepump_spec3_product15.cil.c,Maybe,2.15,Maybe,2.24,True
SVComp_C/product-lines/email_spec0_product34.cil.c,Failed,1.6,Failed,1.14,True
SVComp_C/product-lines/email_spec11_product08.cil.c,Failed,1.16,Failed,1.59,True
SVComp_C/product-lines/email_spec3_product30.cil.c,Failed,1.18,Failed,1.55,True
SVComp_C/product-lines/minepump_spec3_product43.cil.c,Maybe,2.32,Maybe,2.33,True
SVComp_C/product-lines/email_spec7_product17.cil.c,Failed,1.55,Failed,1.54,True
SVComp_C/product-lines/elevator_spec3_product17.cil.c,TIMEOUT,300.11,TIMEOUT,300.11,True
SVComp_C/product-lines/minepump_spec1_product56.cil.c,Maybe,2.75,Maybe,2.82,True
SVComp_C/product-lines/minepump_spec5_product57.cil.c,Maybe,2.08,Maybe,1.56,True
SVComp_C/product-lines/elevator_spec3_product25.cil.c,TIMEOUT,300.12,TIMEOUT,300.13,True
SVComp_C/product-lines/elevator_spec13_product31.cil.c,TIMEOUT,300.12,TIMEOUT,300.12,True
SVComp_C/product-lines/email_spec4_product27.cil.c,Failed,1.51,Failed,1.65,True
SVComp_C/product-lines/email_spec4_product33.cil.c,Failed,1.17,Failed,1.52,True
SVComp_C/product-lines/elevator_spec2_product18.cil.c,TIMEOUT,300.07,TIMEOUT,300.06,True
SVComp_C/product-lines/elevator_spec1_product18.cil.c,TIMEOUT,300.12,TIMEOUT,300.12,True
SVComp_C/product-lines/email_spec6_product30.cil.c,Failed,1.55,Failed,1.55,True
SVComp_C/product-lines/minepump_spec2_product60.cil.c,Maybe,2.28,Maybe,2.26,True
SVComp_C/product-lines/email_spec4_product18.cil.c,Failed,1.17,Failed,1.6,True
SVComp_C/product-lines/minepump_spec2_product06.cil.c,Maybe,2.05,Maybe,1.55,True
SVComp_C/product-lines/email_spec11_product35.cil.c,Failed,1.18,Failed,1.65,True
SVComp_C/product-lines/email_spec27_product13.cil.c,Failed,1.18,Failed,1.57,True
SVComp_C/product-lines/minepump_spec3_product47.cil.c,Maybe,2.58,Maybe,2.34,True
SVComp_C/product-lines/email_spec6_product35.cil.c,Failed,1.19,Failed,1.18,True
SVComp_C/product-lines/minepump_spec2_product13.cil.c,Maybe,1.47,Maybe,1.62,True
SVComp_C/product-lines/elevator_spec1_product29.cil.c,TIMEOUT,300.12,TIMEOUT,300.11,True
SVComp_C/product-lines/minepump_spec4_product46.cil.c,Maybe,2.13,Maybe,2.19,True
SVComp_C/product-lines/elevator_spec13_product24.cil.c,TIMEOUT,300.07,TIMEOUT,300.12,True
SVComp_C/product-lines/minepump_spec1_product47.cil.c,Maybe,2.6,Maybe,2.2,True
SVComp_C/product-lines/minepump_spec5_product63.cil.c,Maybe,2.6,Maybe,2.65,True
SVComp_C/product-lines/minepump_spec1_product41.cil.c,Maybe,1.18,Maybe,1.53,True
SVComp_C/product-lines/elevator_spec3_product32.cil.c,TIMEOUT,300.07,TIMEOUT,300.13,True
SVComp_C/product-lines/email_spec3_product25.cil.c,Failed,1.64,Failed,1.58,True
SVComp_C/product-lines/minepump_spec3_product29.cil.c,Maybe,1.87,Maybe,2.1,True
SVComp_C/product-lines/elevator_spec2_product01.cil.c,TIMEOUT,300.07,TIMEOUT,300.1,True
SVComp_C/product-lines/minepump_spec1_product08.cil.c,Maybe,2.5,Maybe,2.41,True
SVComp_C/product-lines/minepump_spec3_product56.cil.c,Maybe,2.88,Maybe,2.96,True
SVComp_C/product-lines/minepump_spec5_product64.cil.c,Maybe,3.11,Maybe,2.67,True
SVComp_C/product-lines/minepump_spec4_product44.cil.c,Maybe,2.14,Maybe,2.51,True
SVComp_C/product-lines/email_spec11_product30.cil.c,Failed,1.59,Failed,1.53,True
SVComp_C/product-lines/email_spec6_product29.cil.c,Failed,1.18,Failed,1.19,True
SVComp_C/product-lines/minepump_spec1_product27.cil.c,Maybe,2.36,Maybe,1.91,True
SVComp_C/product-lines/email_spec11_product36.cil.c,Failed,1.06,Failed,1.06,True
SVComp_C/product-lines/minepump_spec4_product36.cil.c,Maybe,2.07,Maybe,2.65,True
SVComp_C/product-lines/minepump_spec2_product09.cil.c,Maybe,1.49,Maybe,1.5,True
SVComp_C/product-lines/minepump_spec3_product48.cil.c,Maybe,2.58,Maybe,2.28,True
SVComp_C/product-lines/email_spec0_product36.cil.c,Failed,1.05,Failed,0.76,True
SVComp_C/product-lines/elevator_spec1_product31.cil.c,TIMEOUT,300.12,TIMEOUT,300.13,True
SVComp_C/product-lines/minepump_spec5_product60.cil.c,Maybe,2.81,Maybe,2.68,True
SVComp_C/product-lines/minepump_spec2_product47.cil.c,Maybe,2.37,Maybe,2.46,True
SVComp_C/product-lines/minepump_spec5_product37.cil.c,Maybe,1.91,Maybe,1.53,True
SVComp_C/product-lines/minepump_spec1_product17.cil.c,Maybe,1.26,Maybe,1.28,True
SVComp_C/product-lines/minepump_spec4_product22.cil.c,Maybe,2.22,Maybe,1.77,True
SVComp_C/product-lines/email_spec9_product28.cil.c,Failed,1.18,Failed,1.21,True
SVComp_C/product-lines/email_spec4_product30.cil.c,Failed,1.18,Failed,1.64,True
SVComp_C/product-lines/elevator_spec3_product29.cil.c,TIMEOUT,300.11,TIMEOUT,305.36,True
SVComp_C/product-lines/minepump_spec1_product29.cil.c,Maybe,1.68,Maybe,2.72,True
SVComp_C/product-lines/minepump_spec3_product54.cil.c,Maybe,1.97,Maybe,2.93,True
SVComp_C/product-lines/minepump_spec3_product01.cil.c,Maybe,1.55,Maybe,1.79,True
SVComp_C/product-lines/minepump_spec3_product45.cil.c,Maybe,1.81,Maybe,2.2,True
