Filename,Relative Path,Run ID,Date Time,Duration (s),LLM Calls,Label,RAG Similarity,Invariants,Ranking Function,Z3 Result,Report Path,Error,merge_key,Category,Category_GT,CPA_Verified,verification_result
MADWiFi-encode_ie_ok.c,loop_invariants/sv-benchmarks/loop-invgen/MADWiFi-encode_ie_ok.c,f7b0fb97b39046ec9e8ef8bbe00bc786,2025-12-15T19:05:26.737616,130.6,5.0,terminating,0.0,,"min(ielen - i, bufsize / 2)",Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_190526_f7b0fb97b39046ec9e8ef8bbe00bc786.json,,MADWiFi-encode_ie_ok.c,loop_invariants,,True,TRUE
NetBSD_loop.c,loop_invariants/sv-benchmarks/loop-invgen/NetBSD_loop.c,d3dbb8d46a0042f79e6d48136cd4426a,2025-12-15T19:06:42.479304,75.74,4.0,terminating,0.0,,glob2_pathlim_off - glob2_p_off,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_190642_d3dbb8d46a0042f79e6d48136cd4426a.json,,NetBSD_loop.c,loop_invariants,loop_invariants,True,TRUE
NetBSD_loop.c,loop_invariants/sv-benchmarks/loop-invgen/NetBSD_loop.c,d3dbb8d46a0042f79e6d48136cd4426a,2025-12-15T19:06:42.479304,75.74,4.0,terminating,0.0,,glob2_pathlim_off - glob2_p_off,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_190642_d3dbb8d46a0042f79e6d48136cd4426a.json,,NetBSD_loop.c,loop_invariants,loop_invariants,True,TRUE
NetBSD_loop.c,loop_invariants/sv-benchmarks/loop-invgen/NetBSD_loop.c,d3dbb8d46a0042f79e6d48136cd4426a,2025-12-15T19:06:42.479304,75.74,4.0,terminating,0.0,,glob2_pathlim_off - glob2_p_off,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_190642_d3dbb8d46a0042f79e6d48136cd4426a.json,,NetBSD_loop.c,loop_invariants,loop_invariants,True,TRUE
nested_1.c,loop_invariants/sv-benchmarks/loop-simple/nested_1.c,,2025-12-15T19:06:45.877872,,,error,,,,,,Embedding provider error: Connection error.,nested_1.c,loop_invariants,loop_invariants,,
eq1.c,loop_invariants/sv-benchmarks/loop-invariants/eq1.c,e1ce1728a1d740d1a078d275032bc5bf,2025-12-15T19:08:00.619445,74.74,4.0,non-terminating,0.0,w - x == \old(w) - \old(x); w >= \old(w); x >= \old(x),,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_190800_e1ce1728a1d740d1a078d275032bc5bf.json,,eq1.c,loop_invariants,loop_invariants,,
mod4.c,loop_invariants/sv-benchmarks/loop-invariants/mod4.c,b01edfa3b28c40258c41b0c7986bd110,2025-12-15T19:08:47.698061,47.08,4.0,non-terminating,0.0,x % 4 == 0,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_190847_b01edfa3b28c40258c41b0c7986bd110.json,,mod4.c,loop_invariants,,,
linear-inequality-inv-a.c,loop_invariants/sv-benchmarks/loop-invariants/linear-inequality-inv-a.c,5d556169b06244a7bfc4c8990b8b0cc1,2025-12-15T19:10:12.184515,84.49,4.0,terminating,0.0,,n - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_191012_5d556169b06244a7bfc4c8990b8b0cc1.json,,linear-inequality-inv-a.c,loop_invariants,loop_invariants,,
const.c,loop_invariants/sv-benchmarks/loop-invariants/const.c,6aa29572f80e423194d29721e2d5f6cc,2025-12-15T19:11:07.779132,55.59,4.0,non-terminating,0.0,s == 0,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_191107_6aa29572f80e423194d29721e2d5f6cc.json,,const.c,loop_invariants,loop_invariants,,
bin-suffix-5.c,loop_invariants/sv-benchmarks/loop-invariants/bin-suffix-5.c,0c31e4cce1fb451f82f7e92bedd3cbc0,2025-12-15T19:11:43.673580,35.89,4.0,non-terminating,0.0,x >= 5; (x - 5) % 8 == 0,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_191143_0c31e4cce1fb451f82f7e92bedd3cbc0.json,,bin-suffix-5.c,loop_invariants,,,
odd.c,loop_invariants/sv-benchmarks/loop-invariants/odd.c,b17eae6bcbf74105afe632489240095b,2025-12-15T19:12:41.874605,58.2,4.0,non-terminating,0.0,x >= 1; x % 2 == 1,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_191241_b17eae6bcbf74105afe632489240095b.json,,odd.c,loop_invariants,,,
even.c,loop_invariants/sv-benchmarks/loop-invariants/even.c,f8e43bba3c8b49b591eba123e2946605,2025-12-15T19:13:21.005522,39.13,4.0,non-terminating,0.0,x % 2 == 0; x >= 0,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_191321_f8e43bba3c8b49b591eba123e2946605.json,,even.c,loop_invariants,,,
eq2.c,loop_invariants/sv-benchmarks/loop-invariants/eq2.c,94164ed8b1504adda47495c06e2ec477,2025-12-15T19:14:13.373292,52.37,4.0,non-terminating,0.0,"y - z == \at(y - z, Pre)",,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_191413_94164ed8b1504adda47495c06e2ec477.json,,eq2.c,loop_invariants,loop_invariants,False,UNKNOWN
benchmark34_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark34_conjunctive.c,0332f2f25f524c1b9be1238f988b2401,2025-12-15T19:15:36.637018,83.26,4.0,terminating,0.0,j + k == \old(j) + \old(k); n == \old(n); j >= \old(j); k <= \old(k),n - j,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_191536_0332f2f25f524c1b9be1238f988b2401.json,,benchmark34_conjunctive.c,loop_invariants,loop_invariants,,
benchmark35_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark35_linear.c,26859a1233634ff89823bcb23bf29936,2025-12-15T19:17:02.475676,85.84,4.0,terminating,0.0,,10 - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_191702_26859a1233634ff89823bcb23bf29936.json,,benchmark35_linear.c,loop_invariants,loop_invariants,,
benchmark25_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark25_linear.c,a703367044f044ae876083fe55046573,2025-12-15T19:18:24.822256,82.35,5.0,terminating,0.0,,10 - x,"Error: Traceback (most recent call last):
  File ""/tmp/tmparjn8f9b.py"", line 22, in <module>
    decreasing_verified = prove(decreasing, quiet=True)
  File ""/home/clexma/Desktop/fox3/TermDB/EvolveTerm/.venv_...",/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_191824_a703367044f044ae876083fe55046573.json,,benchmark25_linear.c,loop_invariants,loop_invariants,,
benchmark37_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark37_conjunctive.c,f4b08313be8f47d785b55e4e0bf9a0cd,2025-12-15T19:19:36.339712,71.52,4.0,terminating,0.0,x - y == \old(x) - \old(y),x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_191936_f4b08313be8f47d785b55e4e0bf9a0cd.json,,benchmark37_conjunctive.c,loop_invariants,loop_invariants,True,TRUE
benchmark38_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark38_conjunctive.c,ade738ae35714937b337cc26baeea279,2025-12-15T19:20:17.912334,41.57,4.0,non-terminating,0.0,"x - 4*y == \at(x - 4*y, Pre)",,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_192017_ade738ae35714937b337cc26baeea279.json,,benchmark38_conjunctive.c,loop_invariants,loop_invariants,False,UNKNOWN
benchmark20_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark20_conjunctive.c,39cfe21ac40f4e55ab3f15aca477b968,2025-12-15T19:21:24.852116,66.94,4.0,terminating,0.0,,n - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_192124_39cfe21ac40f4e55ab3f15aca477b968.json,,benchmark20_conjunctive.c,loop_invariants,loop_invariants,,
benchmark24_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark24_conjunctive.c,237c1ccc1b2b4793a2ada1d89669caab,2025-12-15T19:22:50.854766,86.0,4.0,terminating,0.0,,n - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_192250_237c1ccc1b2b4793a2ada1d89669caab.json,,benchmark24_conjunctive.c,loop_invariants,,,
benchmark47_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark47_linear.c,e683f88c3c844d7683f18d7700f0d8e6,2025-12-15T19:25:58.814541,187.96,5.0,terminating,0.0,,,Error: Unknown verification output...,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_192558_e683f88c3c844d7683f18d7700f0d8e6.json,,benchmark47_linear.c,loop_invariants,loop_invariants,,
benchmark31_disjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark31_disjunctive.c,4286262f1ecd4013a3e7a6a7d1eb1d9e,2025-12-15T19:27:32.545067,93.73,5.0,terminating,0.0,,-x,Failed: Not Decreasing,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_192732_4286262f1ecd4013a3e7a6a7d1eb1d9e.json,,benchmark31_disjunctive.c,loop_invariants,loop_invariants,,
benchmark39_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark39_conjunctive.c,27b1f755cab144d2af3852a66c95b591,2025-12-15T19:28:49.313768,76.77,4.0,terminating,0.0,,x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_192849_27b1f755cab144d2af3852a66c95b591.json,,benchmark39_conjunctive.c,loop_invariants,loop_invariants,,
benchmark19_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark19_conjunctive.c,1e28b5bcee38496ba35204c804125693,2025-12-15T19:29:36.005365,46.69,4.0,terminating,0.0,n == \old(n); k - j == \old(k) - \old(j),j,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_192936_1e28b5bcee38496ba35204c804125693.json,,benchmark19_conjunctive.c,loop_invariants,loop_invariants,True,TRUE
benchmark13_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark13_conjunctive.c,c911009c1baf4c75b12a0871ed7db2ee,2025-12-15T19:30:30.823737,54.82,4.0,terminating,0.0,"j - i == \at(j - i, LoopEntry)",k - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_193030_c911009c1baf4c75b12a0871ed7db2ee.json,,benchmark13_conjunctive.c,loop_invariants,loop_invariants,True,TRUE
benchmark33_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark33_linear.c,c66b1b53576d4641a4b6cc0514df3372,2025-12-15T19:31:56.883651,86.06,4.0,terminating,0.0,0; 99,100 - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_193156_c66b1b53576d4641a4b6cc0514df3372.json,,benchmark33_linear.c,loop_invariants,loop_invariants,,
benchmark17_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark17_conjunctive.c,15015557fdfc4fe4b4ae4a8645532a4c,2025-12-15T19:33:20.016026,83.13,4.0,terminating,0.0,"k - i == \at(k, Pre) - \at(i, Pre); i >= \at(i, Pre); k >= \at(k, Pre); n == \at(n, Pre)",n - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_193320_15015557fdfc4fe4b4ae4a8645532a4c.json,,benchmark17_conjunctive.c,loop_invariants,loop_invariants,,
benchmark10_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark10_conjunctive.c,508d2268620e4fe0ab85ca3eda2a45c1,2025-12-15T19:34:36.252499,76.24,4.0,terminating,0.0,,100 - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_193436_508d2268620e4fe0ab85ca3eda2a45c1.json,,benchmark10_conjunctive.c,loop_invariants,loop_invariants,,
benchmark32_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark32_linear.c,eb5869ed40ac43fcbdca4daf048d1ab7,2025-12-15T19:36:01.609184,85.36,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_193601_eb5869ed40ac43fcbdca4daf048d1ab7.json,,benchmark32_linear.c,loop_invariants,loop_invariants,False,FALSE
benchmark02_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark02_linear.c,2d4dfb8b8f0f4cfbbdd74f5564b75918,2025-12-15T19:37:14.901844,73.29,4.0,terminating,0.0,i <= n; i >= \old(i); n == \old(n),n - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_193714_2d4dfb8b8f0f4cfbbdd74f5564b75918.json,,benchmark02_linear.c,loop_invariants,loop_invariants,,
benchmark42_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark42_conjunctive.c,461f78b6c2db4a4f8305a69b5fce312e,2025-12-15T19:38:49.199046,94.3,4.0,terminating,0.0,,x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_193849_461f78b6c2db4a4f8305a69b5fce312e.json,,benchmark42_conjunctive.c,loop_invariants,loop_invariants,,
benchmark18_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark18_conjunctive.c,bc34b809b2f449dfbb9408602900b01f,2025-12-15T19:39:45.144686,55.95,4.0,terminating,0.0,k - i == \old(k) - \old(i); i >= \old(i); k >= \old(k); k - \old(k) == i - \old(i),n - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_193945_bc34b809b2f449dfbb9408602900b01f.json,,benchmark18_conjunctive.c,loop_invariants,loop_invariants,,
benchmark45_disjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark45_disjunctive.c,b2dc23644278475194cdd6a8fea42873,2025-12-15T19:41:49.893654,124.75,4.0,non-terminating,0.0,x >= \old(x); y >= \old(y); (x > 0) == (\old(x) > 0); x <= 0 ==> x == \old(x); x > 0 ==> y == \old(y),,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_194149_b2dc23644278475194cdd6a8fea42873.json,,benchmark45_disjunctive.c,loop_invariants,loop_invariants,False,UNKNOWN
benchmark11_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark11_linear.c,8e7d1cadf59048e891ed399a246b485f,2025-12-15T19:43:20.305738,90.41,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_194320_8e7d1cadf59048e891ed399a246b485f.json,,benchmark11_linear.c,loop_invariants,loop_invariants,,
benchmark51_polynomial.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark51_polynomial.c,46e5defa945f411aae28cc68f21b5a90,2025-12-15T19:44:52.711159,92.41,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_194452_46e5defa945f411aae28cc68f21b5a90.json,,benchmark51_polynomial.c,loop_invariants,loop_invariants,,
benchmark03_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark03_linear.c,3a5d7fbc4e07435a8d602d93c14defa3,2025-12-15T19:46:09.128134,76.42,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_194609_3a5d7fbc4e07435a8d602d93c14defa3.json,,benchmark03_linear.c,loop_invariants,loop_invariants,,
benchmark49_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark49_linear.c,a7d8b8c4a52543949c9edf21fc2dc613,2025-12-15T19:47:20.479497,71.35,4.0,terminating,0.0,i + j == \old(i) + \old(j),i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_194720_a7d8b8c4a52543949c9edf21fc2dc613.json,,benchmark49_linear.c,loop_invariants,loop_invariants,,
benchmark05_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark05_conjunctive.c,b27d81dccd844dd2af41b15efbb9502a,2025-12-15T19:49:00.079141,99.6,4.0,terminating,0.0,,n - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_194900_b27d81dccd844dd2af41b15efbb9502a.json,,benchmark05_conjunctive.c,loop_invariants,loop_invariants,,
benchmark50_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark50_linear.c,3d9def13ba4c4267b663a762e1d659ad,2025-12-15T19:49:54.901131,54.82,4.0,terminating,0.0,xa + ya == \old(xa + ya); xa >= 0; ya >= \old(ya); xa <= \old(xa),xa,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_194954_3d9def13ba4c4267b663a762e1d659ad.json,,benchmark50_linear.c,loop_invariants,loop_invariants,True,TRUE
benchmark46_disjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark46_disjunctive.c,b4a9169499ff4ce6a0490d4e7eb73360,2025-12-15T19:51:35.080412,100.18,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_195135_b4a9169499ff4ce6a0490d4e7eb73360.json,,benchmark46_disjunctive.c,loop_invariants,loop_invariants,False,UNKNOWN
benchmark01_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark01_conjunctive.c,d6c5d29b123d4f33b2ddc64c11c217de,2025-12-15T19:52:52.036822,76.96,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_195252_d6c5d29b123d4f33b2ddc64c11c217de.json,,benchmark01_conjunctive.c,loop_invariants,loop_invariants,,
benchmark06_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark06_conjunctive.c,01c4797d504e4b4691097455d9d15eb1,2025-12-15T19:54:09.839128,77.8,4.0,non-terminating,0.0,x + y == \old(x + y); i == \old(i); j == \old(j); x >= \old(x); y <= \old(y),,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_195409_01c4797d504e4b4691097455d9d15eb1.json,,benchmark06_conjunctive.c,loop_invariants,loop_invariants,,
benchmark30_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark30_conjunctive.c,96e501d6ca71414d9d46f814754f5547,2025-12-15T19:55:47.306730,97.47,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_195547_96e501d6ca71414d9d46f814754f5547.json,,benchmark30_conjunctive.c,loop_invariants,loop_invariants,False,UNKNOWN
benchmark21_disjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark21_disjunctive.c,b654bb0946a149b1acec18facf1ef1df,2025-12-15T19:57:19.819893,92.51,4.0,terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_195719_b654bb0946a149b1acec18facf1ef1df.json,,benchmark21_disjunctive.c,loop_invariants,loop_invariants,,
benchmark16_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark16_conjunctive.c,d9045be54662448299b22d945a47e991,2025-12-15T19:59:13.451786,113.63,5.0,non-terminating,0.0,"i + k == \at(i + k, Pre)",k,Error: Unknown verification output...,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_195913_d9045be54662448299b22d945a47e991.json,,benchmark16_conjunctive.c,loop_invariants,loop_invariants,,
benchmark14_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark14_linear.c,000bd57a37b14b77b767b099ef20ce18,2025-12-15T20:00:34.607160,81.16,4.0,terminating,0.0,,i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_200034_000bd57a37b14b77b767b099ef20ce18.json,,benchmark14_linear.c,loop_invariants,loop_invariants,,
benchmark09_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark09_conjunctive.c,70aac133dd3c40dbb2e82464ea93a959,2025-12-15T20:02:05.375440,90.77,5.0,terminating,0.0,x - y == \old(x) - \old(y); x <= \old(x); y <= \old(y),x,Failed: Not Bounded,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_200205_70aac133dd3c40dbb2e82464ea93a959.json,,benchmark09_conjunctive.c,loop_invariants,loop_invariants,,
benchmark43_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark43_conjunctive.c,e3fe58577a094ea6b6e8aa01fe9b1a2d,2025-12-15T20:03:23.854086,78.48,4.0,terminating,0.0,,100 - x,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_200323_e3fe58577a094ea6b6e8aa01fe9b1a2d.json,,benchmark43_conjunctive.c,loop_invariants,loop_invariants,,
benchmark08_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark08_conjunctive.c,c974e17b3af84329ba532f00537e8046,2025-12-15T20:04:07.627493,43.77,4.0,terminating,0.0,sum == i * (i - 1) / 2; 0 <= i && i <= n,n - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_200407_c974e17b3af84329ba532f00537e8046.json,,benchmark08_conjunctive.c,loop_invariants,loop_invariants,,
benchmark12_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark12_linear.c,2dec7e5f83194cea8a0d5e0fd322000b,2025-12-15T20:05:14.305278,66.68,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_200514_2dec7e5f83194cea8a0d5e0fd322000b.json,,benchmark12_linear.c,loop_invariants,loop_invariants,,
benchmark41_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark41_conjunctive.c,8460b59e044d46f1b97710b4e2496788,2025-12-15T20:06:32.054135,77.75,5.0,non-terminating,0.0,,,Failed: No Ranking Function Provided,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_200632_8460b59e044d46f1b97710b4e2496788.json,,benchmark41_conjunctive.c,loop_invariants,loop_invariants,False,UNKNOWN
benchmark04_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark04_conjunctive.c,c7da734c20424b289b3c7dcb00f91902,2025-12-15T20:07:24.965983,52.91,4.0,terminating,0.0,j + k == \old(j) + \old(k),n - j,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_200724_c7da734c20424b289b3c7dcb00f91902.json,,benchmark04_conjunctive.c,loop_invariants,loop_invariants,,
benchmark15_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark15_conjunctive.c,9e647d04c8ce4b04957a587b94f2089c,2025-12-15T20:08:55.856133,90.89,4.0,terminating,0.0,,mid,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_200855_9e647d04c8ce4b04957a587b94f2089c.json,,benchmark15_conjunctive.c,loop_invariants,loop_invariants,,
benchmark22_conjunctive.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark22_conjunctive.c,4e69984ce7a14b839b4514841df73a3e,2025-12-15T20:10:31.176686,95.32,4.0,non-terminating,0.0,,,Skipped,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_201031_4e69984ce7a14b839b4514841df73a3e.json,,benchmark22_conjunctive.c,loop_invariants,loop_invariants,,
benchmark48_linear.c,loop_invariants/sv-benchmarks/loop-zilu/benchmark48_linear.c,3aae742f7c3f4085ae9767442dc6abf0,2025-12-15T20:11:31.453799,60.28,4.0,terminating,0.0,j == \old(j); k - i == \old(k) - \old(i); i >= \old(i); k >= \old(k); k == \old(k) + (i - \old(i)),j - i,Verified,/home/clexma/Desktop/fox3/TermDB/EvolveTerm/results/reports/report_20251215_201131_3aae742f7c3f4085ae9767442dc6abf0.json,,benchmark48_linear.c,loop_invariants,loop_invariants,,
